gi|1000008976|gb|NC_007626.1_prot_WP_011385637.13360	pfam05345, He_PIG, Putative Ig domain.  This alignment represents the conserved core region of ~90 residue repeat found in several haemagglutinins and other cell surface proteins. Sequence similarities to (pfam02494) and (pfam00801) suggest an Ig-like fold (personal obs:C. Yeats). So this family may be similar in function to the (pfam02639) and (pfam02638) domains. This domain is also found in the WisP family of proteins of Tropheryma whipplei.	9.18e-07
gi|1000008976|gb|NC_007626.1_prot_WP_011385637.13360	pfam05345, He_PIG, Putative Ig domain.  This alignment represents the conserved core region of ~90 residue repeat found in several haemagglutinins and other cell surface proteins. Sequence similarities to (pfam02494) and (pfam00801) suggest an Ig-like fold (personal obs:C. Yeats). So this family may be similar in function to the (pfam02639) and (pfam02638) domains. This domain is also found in the WisP family of proteins of Tropheryma whipplei.	1.09e-06
gi|1000008976|gb|NC_007626.1_prot_WP_011385637.13360	pfam05345, He_PIG, Putative Ig domain.  This alignment represents the conserved core region of ~90 residue repeat found in several haemagglutinins and other cell surface proteins. Sequence similarities to (pfam02494) and (pfam00801) suggest an Ig-like fold (personal obs:C. Yeats). So this family may be similar in function to the (pfam02639) and (pfam02638) domains. This domain is also found in the WisP family of proteins of Tropheryma whipplei.	1.43e-06
gi|1000008976|gb|NC_007626.1_prot_WP_011385637.13360	pfam05345, He_PIG, Putative Ig domain.  This alignment represents the conserved core region of ~90 residue repeat found in several haemagglutinins and other cell surface proteins. Sequence similarities to (pfam02494) and (pfam00801) suggest an Ig-like fold (personal obs:C. Yeats). So this family may be similar in function to the (pfam02639) and (pfam02638) domains. This domain is also found in the WisP family of proteins of Tropheryma whipplei.	2.43e-06
gi|1000008976|gb|NC_007626.1_prot_WP_011385637.13360	pfam05345, He_PIG, Putative Ig domain.  This alignment represents the conserved core region of ~90 residue repeat found in several haemagglutinins and other cell surface proteins. Sequence similarities to (pfam02494) and (pfam00801) suggest an Ig-like fold (personal obs:C. Yeats). So this family may be similar in function to the (pfam02639) and (pfam02638) domains. This domain is also found in the WisP family of proteins of Tropheryma whipplei.	8.91e-05
gi|1000008976|gb|NC_007626.1_prot_WP_011385637.13360	pfam05345, He_PIG, Putative Ig domain.  This alignment represents the conserved core region of ~90 residue repeat found in several haemagglutinins and other cell surface proteins. Sequence similarities to (pfam02494) and (pfam00801) suggest an Ig-like fold (personal obs:C. Yeats). So this family may be similar in function to the (pfam02639) and (pfam02638) domains. This domain is also found in the WisP family of proteins of Tropheryma whipplei.	9.18e-05
gi|1000008976|gb|NC_007626.1_prot_WP_011385637.13360	pfam17963, Big_9, Bacterial Ig domain.  This entry represents a wide variety of bacterial Ig domains.	3.23e-09
gi|1000008976|gb|NC_007626.1_prot_WP_011385637.13360	pfam17963, Big_9, Bacterial Ig domain.  This entry represents a wide variety of bacterial Ig domains.	1.76e-06
gi|1000020754|gb|NC_009036.1_prot_18.1	pfam02368, Big_2, Bacterial Ig-like domain (group 2).  This family consists of bacterial domains with an Ig-like fold. Members of this family are found in bacterial and phage surface proteins such as intimins.	6.29e-07
gi|1000020754|gb|NC_009036.1_prot_18.1	pfam02368, Big_2, Bacterial Ig-like domain (group 2).  This family consists of bacterial domains with an Ig-like fold. Members of this family are found in bacterial and phage surface proteins such as intimins.	6.29e-07
gi|1000020754|gb|NC_009036.1_prot_18.1	pfam02368, Big_2, Bacterial Ig-like domain (group 2).  This family consists of bacterial domains with an Ig-like fold. Members of this family are found in bacterial and phage surface proteins such as intimins.	1.40e-05
gi|1000020754|gb|NC_009036.1_prot_18.1	pfam02368, Big_2, Bacterial Ig-like domain (group 2).  This family consists of bacterial domains with an Ig-like fold. Members of this family are found in bacterial and phage surface proteins such as intimins.	1.47e-05
gi|1000020754|gb|NC_009036.1_prot_18.1	pfam02368, Big_2, Bacterial Ig-like domain (group 2).  This family consists of bacterial domains with an Ig-like fold. Members of this family are found in bacterial and phage surface proteins such as intimins.	1.47e-05
gi|1000020754|gb|NC_009036.1_prot_18.1	pfam02368, Big_2, Bacterial Ig-like domain (group 2).  This family consists of bacterial domains with an Ig-like fold. Members of this family are found in bacterial and phage surface proteins such as intimins.	1.47e-05
gi|1000020754|gb|NC_009036.1_prot_18.1	pfam02368, Big_2, Bacterial Ig-like domain (group 2).  This family consists of bacterial domains with an Ig-like fold. Members of this family are found in bacterial and phage surface proteins such as intimins.	3.63e-05
gi|1000020754|gb|NC_009036.1_prot_18.1	pfam02368, Big_2, Bacterial Ig-like domain (group 2).  This family consists of bacterial domains with an Ig-like fold. Members of this family are found in bacterial and phage surface proteins such as intimins.	4.12e-05
gi|1000020754|gb|NC_009036.1_prot_18.1	pfam02368, Big_2, Bacterial Ig-like domain (group 2).  This family consists of bacterial domains with an Ig-like fold. Members of this family are found in bacterial and phage surface proteins such as intimins.	5.70e-05
gi|1000020754|gb|NC_009036.1_prot_18.1	pfam02368, Big_2, Bacterial Ig-like domain (group 2).  This family consists of bacterial domains with an Ig-like fold. Members of this family are found in bacterial and phage surface proteins such as intimins.	5.70e-05
gi|1000045417|gb|NC_010172.1_prot_WP_012253246.11735	pfam17963, Big_9, Bacterial Ig domain.  This entry represents a wide variety of bacterial Ig domains.	3.95e-09
gi|1000062176|gb|NC_010682.1_prot_WP_012436810.13591	pfam17963, Big_9, Bacterial Ig domain.  This entry represents a wide variety of bacterial Ig domains.	2.82e-10
gi|1000062176|gb|NC_010682.1_prot_WP_012436810.13591	pfam05345, He_PIG, Putative Ig domain.  This alignment represents the conserved core region of ~90 residue repeat found in several haemagglutinins and other cell surface proteins. Sequence similarities to (pfam02494) and (pfam00801) suggest an Ig-like fold (personal obs:C. Yeats). So this family may be similar in function to the (pfam02639) and (pfam02638) domains. This domain is also found in the WisP family of proteins of Tropheryma whipplei.	2.45e-06
gi|1000062176|gb|NC_010682.1_prot_WP_012436810.13591	pfam05345, He_PIG, Putative Ig domain.  This alignment represents the conserved core region of ~90 residue repeat found in several haemagglutinins and other cell surface proteins. Sequence similarities to (pfam02494) and (pfam00801) suggest an Ig-like fold (personal obs:C. Yeats). So this family may be similar in function to the (pfam02639) and (pfam02638) domains. This domain is also found in the WisP family of proteins of Tropheryma whipplei.	2.84e-06
gi|1000062176|gb|NC_010682.1_prot_WP_012436810.13591	pfam05345, He_PIG, Putative Ig domain.  This alignment represents the conserved core region of ~90 residue repeat found in several haemagglutinins and other cell surface proteins. Sequence similarities to (pfam02494) and (pfam00801) suggest an Ig-like fold (personal obs:C. Yeats). So this family may be similar in function to the (pfam02639) and (pfam02638) domains. This domain is also found in the WisP family of proteins of Tropheryma whipplei.	2.21e-05
gi|1000062176|gb|NC_010682.1_prot_WP_012436810.13591	pfam05345, He_PIG, Putative Ig domain.  This alignment represents the conserved core region of ~90 residue repeat found in several haemagglutinins and other cell surface proteins. Sequence similarities to (pfam02494) and (pfam00801) suggest an Ig-like fold (personal obs:C. Yeats). So this family may be similar in function to the (pfam02639) and (pfam02638) domains. This domain is also found in the WisP family of proteins of Tropheryma whipplei.	2.63e-05
gi|1000062176|gb|NC_010682.1_prot_WP_012436810.13591	pfam05345, He_PIG, Putative Ig domain.  This alignment represents the conserved core region of ~90 residue repeat found in several haemagglutinins and other cell surface proteins. Sequence similarities to (pfam02494) and (pfam00801) suggest an Ig-like fold (personal obs:C. Yeats). So this family may be similar in function to the (pfam02639) and (pfam02638) domains. This domain is also found in the WisP family of proteins of Tropheryma whipplei.	2.80e-05
gi|1000065167|gb|NC_010814.1_prot_WP_012470946.12872	pfam13385, Laminin_G_3, Concanavalin A-like lectin/glucanases superfamily.  This domain belongs to the Concanavalin A-like lectin/glucanases superfamily.	5.69e-30
gi|1000065168|gb|NC_010814.1_prot_WP_012470947.12873	pfam13385, Laminin_G_3, Concanavalin A-like lectin/glucanases superfamily.  This domain belongs to the Concanavalin A-like lectin/glucanases superfamily.	2.12e-26
gi|1000065168|gb|NC_010814.1_prot_WP_012470947.12873	pfam13385, Laminin_G_3, Concanavalin A-like lectin/glucanases superfamily.  This domain belongs to the Concanavalin A-like lectin/glucanases superfamily.	1.60e-20
gi|1000069963|gb|NC_011004.1_prot_WP_012495025.11561	pfam17963, Big_9, Bacterial Ig domain.  This entry represents a wide variety of bacterial Ig domains.	2.94e-18
gi|1000069963|gb|NC_011004.1_prot_WP_012495025.11561	pfam17963, Big_9, Bacterial Ig domain.  This entry represents a wide variety of bacterial Ig domains.	1.92e-16
gi|1000069963|gb|NC_011004.1_prot_WP_012495025.11561	pfam17963, Big_9, Bacterial Ig domain.  This entry represents a wide variety of bacterial Ig domains.	1.56e-13
gi|1000069963|gb|NC_011004.1_prot_WP_012495025.11561	pfam17963, Big_9, Bacterial Ig domain.  This entry represents a wide variety of bacterial Ig domains.	4.83e-11
gi|1000074589|gb|NC_011420.2_prot_WP_012566160.1893	pfam05342, Peptidase_M26_N, M26 IgA1-specific Metallo-endopeptidase N-terminal region.  These peptidases, which cleave mammalian IgA, are found in Gram-positive bacteria. Often found associated with pfam00746, they may be attached to the cell wall.	4.90e-08
gi|1000074589|gb|NC_011420.2_prot_WP_012566160.1893	pfam05342, Peptidase_M26_N, M26 IgA1-specific Metallo-endopeptidase N-terminal region.  These peptidases, which cleave mammalian IgA, are found in Gram-positive bacteria. Often found associated with pfam00746, they may be attached to the cell wall.	7.70e-05
gi|1000119969|gb|NC_013959.1_prot_WP_083775018.11449	pfam17963, Big_9, Bacterial Ig domain.  This entry represents a wide variety of bacterial Ig domains.	7.19e-08
gi|1000135190|gb|NC_015172.1_prot_WP_013624095.1861	pfam05342, Peptidase_M26_N, M26 IgA1-specific Metallo-endopeptidase N-terminal region.  These peptidases, which cleave mammalian IgA, are found in Gram-positive bacteria. Often found associated with pfam00746, they may be attached to the cell wall.	2.71e-07
gi|1000135190|gb|NC_015172.1_prot_WP_013624095.1861	pfam05342, Peptidase_M26_N, M26 IgA1-specific Metallo-endopeptidase N-terminal region.  These peptidases, which cleave mammalian IgA, are found in Gram-positive bacteria. Often found associated with pfam00746, they may be attached to the cell wall.	2.84e-05
gi|1000135190|gb|NC_015172.1_prot_WP_013624095.1861	pfam05342, Peptidase_M26_N, M26 IgA1-specific Metallo-endopeptidase N-terminal region.  These peptidases, which cleave mammalian IgA, are found in Gram-positive bacteria. Often found associated with pfam00746, they may be attached to the cell wall.	3.98e-05
gi|1000140655|gb|NC_015312.1_prot_WP_013675180.13027	pfam12782, Innate_immun, Invertebrate innate immunity transcript family.  The immune response of the purple sea urchin appears to be more complex than previously believed in that it uses immune-related gene families homologous to vertebrate Toll-like and NOD/NALP-like receptor families as well as C-type lectins and a rudimentary complement system. In addition, the species also produces this unusual family of mRNAs, also known as 185/333, which is strongly upregulated in response to pathogen challenge.	3.90e-05
gi|1000148360|gb|NC_015572.1_prot_WP_013820735.14098	pfam13860, FlgD_ig, FlgD Ig-like domain.  This domains has an immunoglobulin like beta sandwich fold. It is found in the FlgD protein the flagellar hook capping protein. THe structure for this domain shows that it is inserted within a TUDOR like beta barrel domain.	1.24e-12
gi|1000148360|gb|NC_015572.1_prot_WP_013820735.14098	pfam13860, FlgD_ig, FlgD Ig-like domain.  This domains has an immunoglobulin like beta sandwich fold. It is found in the FlgD protein the flagellar hook capping protein. THe structure for this domain shows that it is inserted within a TUDOR like beta barrel domain.	3.28e-08
gi|1000148360|gb|NC_015572.1_prot_WP_013820735.14098	pfam13205, Big_5, Bacterial Ig-like domain.  	5.37e-08
gi|1000161084|gb|NC_016114.1_prot_WP_014153546.11421	pfam13868, TPH, Trichohyalin-plectin-homology domain.  This family is a mixtrue of two different families of eukaryotic proteins. Trichoplein or mitostatin, was first defined as a meiosis-specific nuclear structural protein. It has since been linked with mitochondrial movement. It is associated with the mitochondrial outer membrane, and over-expression leads to reduction in mitochondrial motility whereas lack of it enhances mitochondrial movement. The activity appears to be mediated through binding the mitochondria to the actin intermediate filaments (IFs). The family is in the trichohyalin-plectin-homology domain.	1.21e-10
gi|1000161084|gb|NC_016114.1_prot_WP_014153546.11421	pfam13868, TPH, Trichohyalin-plectin-homology domain.  This family is a mixtrue of two different families of eukaryotic proteins. Trichoplein or mitostatin, was first defined as a meiosis-specific nuclear structural protein. It has since been linked with mitochondrial movement. It is associated with the mitochondrial outer membrane, and over-expression leads to reduction in mitochondrial motility whereas lack of it enhances mitochondrial movement. The activity appears to be mediated through binding the mitochondria to the actin intermediate filaments (IFs). The family is in the trichohyalin-plectin-homology domain.	4.08e-09
gi|1000161084|gb|NC_016114.1_prot_WP_014153546.11421	pfam13868, TPH, Trichohyalin-plectin-homology domain.  This family is a mixtrue of two different families of eukaryotic proteins. Trichoplein or mitostatin, was first defined as a meiosis-specific nuclear structural protein. It has since been linked with mitochondrial movement. It is associated with the mitochondrial outer membrane, and over-expression leads to reduction in mitochondrial motility whereas lack of it enhances mitochondrial movement. The activity appears to be mediated through binding the mitochondria to the actin intermediate filaments (IFs). The family is in the trichohyalin-plectin-homology domain.	6.11e-09
gi|1000161084|gb|NC_016114.1_prot_WP_014153546.11421	pfam13868, TPH, Trichohyalin-plectin-homology domain.  This family is a mixtrue of two different families of eukaryotic proteins. Trichoplein or mitostatin, was first defined as a meiosis-specific nuclear structural protein. It has since been linked with mitochondrial movement. It is associated with the mitochondrial outer membrane, and over-expression leads to reduction in mitochondrial motility whereas lack of it enhances mitochondrial movement. The activity appears to be mediated through binding the mitochondria to the actin intermediate filaments (IFs). The family is in the trichohyalin-plectin-homology domain.	6.05e-08
gi|1000161084|gb|NC_016114.1_prot_WP_014153546.11421	pfam13868, TPH, Trichohyalin-plectin-homology domain.  This family is a mixtrue of two different families of eukaryotic proteins. Trichoplein or mitostatin, was first defined as a meiosis-specific nuclear structural protein. It has since been linked with mitochondrial movement. It is associated with the mitochondrial outer membrane, and over-expression leads to reduction in mitochondrial motility whereas lack of it enhances mitochondrial movement. The activity appears to be mediated through binding the mitochondria to the actin intermediate filaments (IFs). The family is in the trichohyalin-plectin-homology domain.	8.97e-08
gi|1000161084|gb|NC_016114.1_prot_WP_014153546.11421	pfam13868, TPH, Trichohyalin-plectin-homology domain.  This family is a mixtrue of two different families of eukaryotic proteins. Trichoplein or mitostatin, was first defined as a meiosis-specific nuclear structural protein. It has since been linked with mitochondrial movement. It is associated with the mitochondrial outer membrane, and over-expression leads to reduction in mitochondrial motility whereas lack of it enhances mitochondrial movement. The activity appears to be mediated through binding the mitochondria to the actin intermediate filaments (IFs). The family is in the trichohyalin-plectin-homology domain.	9.87e-08
gi|1000161084|gb|NC_016114.1_prot_WP_014153546.11421	pfam13868, TPH, Trichohyalin-plectin-homology domain.  This family is a mixtrue of two different families of eukaryotic proteins. Trichoplein or mitostatin, was first defined as a meiosis-specific nuclear structural protein. It has since been linked with mitochondrial movement. It is associated with the mitochondrial outer membrane, and over-expression leads to reduction in mitochondrial motility whereas lack of it enhances mitochondrial movement. The activity appears to be mediated through binding the mitochondria to the actin intermediate filaments (IFs). The family is in the trichohyalin-plectin-homology domain.	7.73e-07
gi|1000161084|gb|NC_016114.1_prot_WP_014153546.11421	pfam13868, TPH, Trichohyalin-plectin-homology domain.  This family is a mixtrue of two different families of eukaryotic proteins. Trichoplein or mitostatin, was first defined as a meiosis-specific nuclear structural protein. It has since been linked with mitochondrial movement. It is associated with the mitochondrial outer membrane, and over-expression leads to reduction in mitochondrial motility whereas lack of it enhances mitochondrial movement. The activity appears to be mediated through binding the mitochondria to the actin intermediate filaments (IFs). The family is in the trichohyalin-plectin-homology domain.	2.50e-06
gi|1000161084|gb|NC_016114.1_prot_WP_014153546.11421	pfam13868, TPH, Trichohyalin-plectin-homology domain.  This family is a mixtrue of two different families of eukaryotic proteins. Trichoplein or mitostatin, was first defined as a meiosis-specific nuclear structural protein. It has since been linked with mitochondrial movement. It is associated with the mitochondrial outer membrane, and over-expression leads to reduction in mitochondrial motility whereas lack of it enhances mitochondrial movement. The activity appears to be mediated through binding the mitochondria to the actin intermediate filaments (IFs). The family is in the trichohyalin-plectin-homology domain.	5.52e-06
gi|1000186325|gb|NC_019892.1_prot_WP_015248046.14549	pfam17963, Big_9, Bacterial Ig domain.  This entry represents a wide variety of bacterial Ig domains.	1.53e-19
gi|1000186325|gb|NC_019892.1_prot_WP_015248046.14549	pfam17963, Big_9, Bacterial Ig domain.  This entry represents a wide variety of bacterial Ig domains.	8.11e-19
gi|1000186325|gb|NC_019892.1_prot_WP_015248046.14549	pfam17963, Big_9, Bacterial Ig domain.  This entry represents a wide variety of bacterial Ig domains.	1.45e-18
gi|1000186325|gb|NC_019892.1_prot_WP_015248046.14549	pfam17963, Big_9, Bacterial Ig domain.  This entry represents a wide variety of bacterial Ig domains.	4.96e-18
gi|1000186325|gb|NC_019892.1_prot_WP_015248046.14549	pfam17963, Big_9, Bacterial Ig domain.  This entry represents a wide variety of bacterial Ig domains.	4.64e-16
gi|1000186325|gb|NC_019892.1_prot_WP_015248046.14549	pfam17963, Big_9, Bacterial Ig domain.  This entry represents a wide variety of bacterial Ig domains.	6.47e-16
gi|1000186325|gb|NC_019892.1_prot_WP_015248046.14549	pfam17963, Big_9, Bacterial Ig domain.  This entry represents a wide variety of bacterial Ig domains.	1.47e-13
gi|1000192176|gb|NC_020453.1_prot_WP_015664615.11438	pfam17963, Big_9, Bacterial Ig domain.  This entry represents a wide variety of bacterial Ig domains.	1.57e-08
gi|1000192176|gb|NC_020453.1_prot_WP_015664615.11438	pfam17963, Big_9, Bacterial Ig domain.  This entry represents a wide variety of bacterial Ig domains.	2.42e-06
gi|1000192176|gb|NC_020453.1_prot_WP_015664615.11438	pfam17963, Big_9, Bacterial Ig domain.  This entry represents a wide variety of bacterial Ig domains.	6.63e-06
gi|1000192176|gb|NC_020453.1_prot_WP_015664615.11438	pfam17963, Big_9, Bacterial Ig domain.  This entry represents a wide variety of bacterial Ig domains.	6.79e-05
gi|1000192176|gb|NC_020453.1_prot_WP_015664615.11438	pfam17936, Big_6, Bacterial Ig domain.  This domain is found in a wide variety of extracellular bacterial proteins often in multiple tandem copies.	7.97e-07
gi|1000192176|gb|NC_020453.1_prot_WP_015664615.11438	pfam17936, Big_6, Bacterial Ig domain.  This domain is found in a wide variety of extracellular bacterial proteins often in multiple tandem copies.	9.13e-06
gi|1000192176|gb|NC_020453.1_prot_WP_015664615.11438	pfam17936, Big_6, Bacterial Ig domain.  This domain is found in a wide variety of extracellular bacterial proteins often in multiple tandem copies.	2.76e-05
gi|1000192176|gb|NC_020453.1_prot_WP_015664615.11438	pfam17936, Big_6, Bacterial Ig domain.  This domain is found in a wide variety of extracellular bacterial proteins often in multiple tandem copies.	8.44e-05
gi|1000194520|gb|NC_020453.1_prot_WP_144058517.13782	pfam16640, Big_3_5, Bacterial Ig-like domain (group 3).  This family consists of bacterial domains with an Ig-like fold.	3.72e-10
gi|1000196625|gb|NC_020453.1_prot_WP_015669069.15887	pfam17936, Big_6, Bacterial Ig domain.  This domain is found in a wide variety of extracellular bacterial proteins often in multiple tandem copies.	1.20e-06
gi|1000196625|gb|NC_020453.1_prot_WP_015669069.15887	pfam17936, Big_6, Bacterial Ig domain.  This domain is found in a wide variety of extracellular bacterial proteins often in multiple tandem copies.	3.70e-06
gi|1000196625|gb|NC_020453.1_prot_WP_015669069.15887	pfam16640, Big_3_5, Bacterial Ig-like domain (group 3).  This family consists of bacterial domains with an Ig-like fold.	2.71e-05
gi|1000198820|gb|NC_020520.1_prot_WP_162142035.1950	pfam17963, Big_9, Bacterial Ig domain.  This entry represents a wide variety of bacterial Ig domains.	4.73e-08
gi|1000198820|gb|NC_020520.1_prot_WP_162142035.1950	pfam17963, Big_9, Bacterial Ig domain.  This entry represents a wide variety of bacterial Ig domains.	1.22e-05
gi|1000204400|gb|NC_020829.1_prot_WP_041711929.12289	pfam17936, Big_6, Bacterial Ig domain.  This domain is found in a wide variety of extracellular bacterial proteins often in multiple tandem copies.	2.95e-20
gi|1000204400|gb|NC_020829.1_prot_WP_041711929.12289	pfam17936, Big_6, Bacterial Ig domain.  This domain is found in a wide variety of extracellular bacterial proteins often in multiple tandem copies.	5.70e-19
gi|1000204400|gb|NC_020829.1_prot_WP_041711929.12289	pfam17936, Big_6, Bacterial Ig domain.  This domain is found in a wide variety of extracellular bacterial proteins often in multiple tandem copies.	1.67e-18
gi|1000204400|gb|NC_020829.1_prot_WP_041711929.12289	pfam17936, Big_6, Bacterial Ig domain.  This domain is found in a wide variety of extracellular bacterial proteins often in multiple tandem copies.	7.05e-18
gi|1000204400|gb|NC_020829.1_prot_WP_041711929.12289	pfam17936, Big_6, Bacterial Ig domain.  This domain is found in a wide variety of extracellular bacterial proteins often in multiple tandem copies.	7.62e-18
gi|1000204400|gb|NC_020829.1_prot_WP_041711929.12289	pfam17936, Big_6, Bacterial Ig domain.  This domain is found in a wide variety of extracellular bacterial proteins often in multiple tandem copies.	8.73e-18
gi|1000204400|gb|NC_020829.1_prot_WP_041711929.12289	pfam17936, Big_6, Bacterial Ig domain.  This domain is found in a wide variety of extracellular bacterial proteins often in multiple tandem copies.	1.39e-17
gi|1000204400|gb|NC_020829.1_prot_WP_041711929.12289	pfam17936, Big_6, Bacterial Ig domain.  This domain is found in a wide variety of extracellular bacterial proteins often in multiple tandem copies.	1.64e-17
gi|1000204400|gb|NC_020829.1_prot_WP_041711929.12289	pfam17936, Big_6, Bacterial Ig domain.  This domain is found in a wide variety of extracellular bacterial proteins often in multiple tandem copies.	6.89e-17
gi|1000204400|gb|NC_020829.1_prot_WP_041711929.12289	pfam17936, Big_6, Bacterial Ig domain.  This domain is found in a wide variety of extracellular bacterial proteins often in multiple tandem copies.	1.21e-16
gi|1000204400|gb|NC_020829.1_prot_WP_041711929.12289	pfam17936, Big_6, Bacterial Ig domain.  This domain is found in a wide variety of extracellular bacterial proteins often in multiple tandem copies.	6.37e-16
gi|1000204400|gb|NC_020829.1_prot_WP_041711929.12289	pfam17936, Big_6, Bacterial Ig domain.  This domain is found in a wide variety of extracellular bacterial proteins often in multiple tandem copies.	1.15e-15
gi|1000204400|gb|NC_020829.1_prot_WP_041711929.12289	pfam17936, Big_6, Bacterial Ig domain.  This domain is found in a wide variety of extracellular bacterial proteins often in multiple tandem copies.	1.94e-15
gi|1000204400|gb|NC_020829.1_prot_WP_041711929.12289	pfam17936, Big_6, Bacterial Ig domain.  This domain is found in a wide variety of extracellular bacterial proteins often in multiple tandem copies.	2.70e-15
gi|1000204400|gb|NC_020829.1_prot_WP_041711929.12289	pfam17936, Big_6, Bacterial Ig domain.  This domain is found in a wide variety of extracellular bacterial proteins often in multiple tandem copies.	3.38e-15
gi|1000204400|gb|NC_020829.1_prot_WP_041711929.12289	pfam17936, Big_6, Bacterial Ig domain.  This domain is found in a wide variety of extracellular bacterial proteins often in multiple tandem copies.	7.89e-14
gi|1000204400|gb|NC_020829.1_prot_WP_041711929.12289	pfam17936, Big_6, Bacterial Ig domain.  This domain is found in a wide variety of extracellular bacterial proteins often in multiple tandem copies.	1.97e-13
gi|1000204400|gb|NC_020829.1_prot_WP_041711929.12289	pfam17936, Big_6, Bacterial Ig domain.  This domain is found in a wide variety of extracellular bacterial proteins often in multiple tandem copies.	5.48e-11
gi|1000204400|gb|NC_020829.1_prot_WP_041711929.12289	pfam17964, Big_10, Bacterial Ig domain.  This entry represents a bacterial Ig-like domain found associated with transpeptidase domains.	5.56e-06
gi|1000204400|gb|NC_020829.1_prot_WP_041711929.12289	pfam17964, Big_10, Bacterial Ig domain.  This entry represents a bacterial Ig-like domain found associated with transpeptidase domains.	8.06e-06
gi|1000204400|gb|NC_020829.1_prot_WP_041711929.12289	pfam17964, Big_10, Bacterial Ig domain.  This entry represents a bacterial Ig-like domain found associated with transpeptidase domains.	9.09e-05
gi|1000210567|gb|NC_021030.1_prot_WP_015545806.1121	pfam13385, Laminin_G_3, Concanavalin A-like lectin/glucanases superfamily.  This domain belongs to the Concanavalin A-like lectin/glucanases superfamily.	9.50e-17
gi|1000216869|gb|NC_021191.1_prot_WP_015621455.13316	pfam18435, EstA_Ig_like, Esterase Ig-like N-terminal domain.  This is an N-terminal immunoglobulin (Ig)-like domain found in esterases such as EstA. Analysis of the EstA structure confirms that it is a member of the alpha/beta hydrolase family, with a conserved Ser-Asp-His catalytic triad. The Ig-like domain presumably plays a role in the multimerization of EstA into an unusual hexameric structure. Additionally, it may also participate in the catalysis of EstA by guiding the substrate to the active site.	1.16e-08
